title: Wind Of Change | artist: Scorpions | time: 4:44 | link: www.youtube.com/watch?v=n4RjJKxsamQ
title: Suga Suga | artist: Baby Bash | time: 4:05 | link: www.youtube.com/watch?v=6rgStv12dwA
title: Let's Get Married | artist: Jagged Edge | time: 4:17 | link: www.youtube.com/watch?v=9XwPCVvMcuE
title: Ignition | artist: R. Kelly | time: 3:12 | link: www.youtube.com/watch?v=y6y_4_b6RS8
title: Wifey | artist: Next | time: 4:04 | link: www.youtube.com/watch?v=aGFZq4od-VQ
title: The Remedy | artist: Jason Mraz | time: 4:12 | link: www.youtube.com/watch?v=UHki6sF_ypE
title: Gossip Folks | artist: Missy Elliott | time: 3:47 | link: www.youtube.com/watch?v=kYKI8tAELXY
title: Toxic | artist: Britney Spears | time: 3:32 | link: www.youtube.com/watch?v=LOZuxwVk7TU
title: Sk8er Boi | artist: Avril Lavigne | time: 3:41 | link: www.youtube.com/watch?v=TIy3n2b7V9k
title: The Middle | artist: Jimmy Eat World | time: 2:54 | link: www.youtube.com/watch?v=oKsxPW6i3pM
title: Absolutely | artist: Nine Days | time: 3:12 | link: www.youtube.com/watch?v=ZIANBamMgas
title: One Thing | artist: finger eleven | time: 3:32 | link: www.youtube.com/watch?v=2FQO1fj1MJU
title: Let Me Go | artist: 3 Doors Down | time: 3:54 | link: www.youtube.com/watch?v=thc1MtNagC8
title: Hands Clean | artist: Alanis Morissette | time: 4:32 | link: www.youtube.com/watch?v=2dH289KxkGw
title: How You Remind Me | artist: Nickelback | time: 3:48 | link: www.youtube.com/watch?v=1cQh1ccqu8M
title: Pon de Replay | artist: Rihanna | time: 3:37 | link: www.youtube.com/watch?v=oEauWw9ZGrA
title: Ordinary People | artist: John Legend | time: 4:56 | link: www.youtube.com/watch?v=PIh07c_P4hc
title: We Belong Together | artist: Mariah Carey | time: 3:25 | link: www.youtube.com/watch?v=0habxsuXW4g
title: Wonderful | artist: Everclear | time: 4:39 | link: www.youtube.com/watch?v=MUfgAbFY4CA
title: The Real Slim Shady | artist: Eminem | time: 4:28 | link: www.youtube.com/watch?v=eJO5HU_7_1w
title: My Band | artist: D12 | time: 5:37 | link: www.youtube.com/watch?v=ttWQK5VXskA
title: She Will Be Loved | artist: Maroon 5 | time: 4:28 | link: www.youtube.com/watch?v=nIjVuRTm-dc
title: Maria Maria | artist: Santana | time: 4:21 | link: www.youtube.com/watch?v=nPLV7lGbmT4
title: Uh Huh | artist: B2K | time: 3:10 | link: www.youtube.com/watch?v=_kKiXD421Y0
title: Jenny from the Block | artist: Jennifer Lopez | time: 4:05 | link: www.youtube.com/watch?v=dly6p4Fu5TE
title: Survivor | artist: Destiny's Child | time: 4:09 | link: www.youtube.com/watch?v=Wmc8bQoL-J0
title: Miss Independent | artist: Kelly Clarkson | time: 3:33 | link: www.youtube.com/watch?v=dS1ZW0FdoIU
title: Blurry | artist: Puddle Of Mudd | time: 5:00 | link: www.youtube.com/watch?v=5RisBAkC0x8
title: It's Been Awhile | artist: Staind | time: 5:04 | link: www.youtube.com/watch?v=araU0fZj6oQ
title: Stutter | artist: Joe | time: 3:39 | link: www.youtube.com/watch?v=eGY_Qqr2Lm0
title: Foolish | artist: Ashanti | time: 4:27 | link: www.youtube.com/watch?v=gUPrnu3BEU8
title: Don't Wanna Try | artist: Frankie J | time: 3:39 | link: www.youtube.com/watch?v=PfdMcC7nyvk
title: I Disappear | artist: Metallica | time: 4:29 | link: www.youtube.com/watch?v=nYSDC3cHoZs
title: Sick Of Being Lonely | artist: Field Mob | time: 4:21 | link: www.youtube.com/watch?v=ZMPLj4iLUbs
title: So Fresh, So Clean | artist: OutKast | time: 4:00 | link: www.youtube.com/watch?v=-JfEJq56IwI
title: Wanksta | artist: 50 Cent | time: 3:51 | link: www.youtube.com/watch?v=ShOQQOy5pf8
title: Back Then | artist: Mike Jones | time: 4:44 | link: www.youtube.com/watch?v=Sd0S0LwhEDU
title: Game Over | artist: Lil' Flip | time: 3:52 | link: www.youtube.com/watch?v=i7OyKAFu50M
title: Girlfriend | artist: *NSYNC | time: 3:53 | link: www.youtube.com/watch?v=saxnXiBKEaY
title: Like I Love You | artist: Justin Timberlake | time: 4:44 | link: www.youtube.com/watch?v=FQ3slUz7Jo8
title: Move B***H | artist: Ludacris | time: 3:51 | link: www.youtube.com/watch?v=tw429JGL5zo
title: Yeah! | artist: Usher | time: 4:16 | link: www.youtube.com/watch?v=GxBSyx85Kp8
title: All You Wanted | artist: Michelle Branch | time: 3:41 | link: www.youtube.com/watch?v=Cbo2n2MzxxE
title: More Than A Woman | artist: Aaliyah | time: 3:44 | link: www.youtube.com/watch?v=pAbxS-6XsMY
title: Change Clothes | artist: JAY-Z | time: 4:43 | link: www.youtube.com/watch?v=j6G1uwe20wg
title: All The Small Things | artist: blink-182 | time: 2:53 | link: www.youtube.com/watch?v=9Ht5RZpzPqw
title: Where Is The Love? | artist: The Black Eyed Peas | time: 4:13 | link: www.youtube.com/watch?v=WpYeekQkAdc
title: Love | artist: Musiq | time: 4:49 | link: www.youtube.com/watch?v=OIKC2ggCed4
title: Wasting My Time | artist: Default | time: 4:07 | link: www.youtube.com/watch?v=UAocvKHUidg
title: Hemorrhage | artist: Fuel | time: 3:54 | link: www.youtube.com/watch?v=ZbHfgXJKn1Y
title: My Sacrifice | artist: Creed | time: 4:40 | link: www.youtube.com/watch?v=O-fyNgHdmLI
title: No More | artist: Ruff Endz | time: 4:12 | link: www.youtube.com/watch?v=6TLxUAa3lb0
title: Love Of My Life | artist: Erykah Badu | time: 4:29 | link: www.youtube.com/watch?v=dNk3R23Twgw
title: Dirt Off Your Shoulder | artist: JAY-Z | time: 3:31 | link: www.youtube.com/watch?v=Oz_-VaTHpc8
title: One Call Away | artist: Chingy | time: 3:39 | link: www.youtube.com/watch?v=zhPiBZLun5k
title: I Know What You Want | artist: Busta Rhymes, Mariah Carey | time: 5:17 | link: www.youtube.com/watch?v=WDaNJW_jEBo
title: Like You | artist: Bow Wow | time: 4:41 | link: www.youtube.com/watch?v=b-EqP0BLy1Q
title: Luv U Better | artist: LL Cool J | time: 4:10 | link: www.youtube.com/watch?v=udEN8EdJT9k
title: Soul Survivor | artist: Young Jeezy | time: 4:24 | link: www.youtube.com/watch?v=gczBgNB-p1w
title: All Falls Down | artist: Kanye West | time: 4:06 | link: www.youtube.com/watch?v=8kyWDhB_QeI
title: Pass The Courvoisier Part II | artist: Busta Rhymes | time: 6:24 | link: www.youtube.com/watch?v=o4ZUaxyPoZ8
title: Slow Jamz | artist: Twista feat Kanye West & Jamie Foxx | time: 3:40 | link: www.youtube.com/watch?v=hWmgsfiklcs
title: Contagious | artist: The Isley Brothers | time: 4:46 | link: www.youtube.com/watch?v=-qnSz6Lh5pY
title: Like a Stone | artist: Audioslave | time: 5:00 | link: www.youtube.com/watch?v=7QU1nvuxaMA
title: Baby | artist: Ashanti | time: 4:34 | link: www.youtube.com/watch?v=QThbui6twrI
title: Caramel | artist: City High | time: 3:38 | link: www.youtube.com/watch?v=kwA742VJ-7c
title: Bootylicious | artist: Destiny's Child | time: 3:29 | link: www.youtube.com/watch?v=IyYnnUcgeMc
title: Because Of You | artist: Kelly Clarkson | time: 3:43 | link: www.youtube.com/watch?v=Ra-Om7UMSJc
title: Everytime | artist: Britney Spears | time: 4:08 | link: www.youtube.com/watch?v=8YzabSdk7ZA
title: Incomplete | artist: Backstreet Boys | time: 3:56 | link: www.youtube.com/watch?v=WVe80iZtlYU
title: Gone | artist: 'N Sync | time: 5:06 | link: www.youtube.com/watch?v=IbRwSI8yi1o
title: Breaking The Habit | artist: Linkin Park | time: 3:19 | link: www.youtube.com/watch?v=v2H4l9RpkwM
title: A Woman's Worth | artist: Alicia Keys | time: 4:39 | link: www.youtube.com/watch?v=JtMUIwOE2ss
title: Miss You | artist: Aaliyah | time: 4:19 | link: www.youtube.com/watch?v=HfVA_6WRGbc
title: Can't Get You Out Of My Head | artist: Kylie Minogue | time: 3:51 | link: www.youtube.com/watch?v=YPwtJ89jes4
title: It Feels So Good | artist: Sonique | time: 3:47 | link: www.youtube.com/watch?v=1AIu7SqX_UI
title: Naughty Girl | artist: Beyoncé | time: 3:29 | link: www.youtube.com/watch?v=RZuJ_OHBN78
title: U Don't Have To Call | artist: Usher | time: 5:02 | link: www.youtube.com/watch?v=3AszPTJXIgM
title: I Don't Want To Be | artist: Gavin DeGraw | time: 3:36 | link: www.youtube.com/watch?v=8gFCW3PHBws
title: Soak Up The Sun | artist: Sheryl Crow | time: 3:51 | link: www.youtube.com/watch?v=KIYiGA_rIls
title: On Fire | artist: Lloyd Banks | time: 4:05 | link: www.youtube.com/watch?v=7waWNvGO2C8
title: Collide | artist: Howie Day | time: 4:08 | link: www.youtube.com/watch?v=ca9ub9rpNK4
title: 100 Years: Music Video | artist: Five for Fighting | time: 4:03 | link: www.youtube.com/watch?v=tR-qQcNT_fY
title: Some Cut | artist: Trillville | time: 4:23 | link: www.youtube.com/watch?v=Kbzw-4WFrog
title: Oh | artist: Ciara | time: 3:57 | link: www.youtube.com/watch?v=Hr4wz4-27PY
title: Grind With Me | artist: Pretty Ricky | time: 3:35 | link: www.youtube.com/watch?v=AdJtw7vS1E8
title: I Do!! | artist: Toya | time: 3:48 | link: www.youtube.com/watch?v=byoCjcJwoO0
title: Soldier | artist: Destiny's Child | time: 4:04 | link: www.youtube.com/watch?v=qFJ3VKnwmJw
title: Goodies | artist: Ciara | time: 3:57 | link: www.youtube.com/watch?v=YtC92pzp5vw
title: Don't Tell Me | artist: Avril Lavigne | time: 3:23 | link: www.youtube.com/watch?v=zMbIipvQL0c
title: Here Is Gone | artist: Goo Goo Dolls | time: 4:03 | link: www.youtube.com/watch?v=tNtN83-vQmw
title: Mockingbird | artist: Eminem | time: 4:19 | link: www.youtube.com/watch?v=S9bCLPwzSC0
title: Let's Get It Started | artist: The Black Eyed Peas | time: 3:50 | link: www.youtube.com/watch?v=IKqV7DB8Iwg
title: Get Back | artist: Ludacris | time: 5:52 | link: www.youtube.com/watch?v=5yt849wJyVk
title: I Try | artist: Macy Gray | time: 3:57 | link: www.youtube.com/watch?v=WEQ0l_m3Xm0
title: Broadway | artist: Goo Goo Dolls | time: 3:59 | link: www.youtube.com/watch?v=kbwzPzJ6wCU
title: Numb | artist: Linkin Park | time: 3:07 | link: www.youtube.com/watch?v=kXYiU_JCYtU
title: I Wish | artist: R. Kelly | time: 5:53 | link: www.youtube.com/watch?v=P8CXUzepL6k
title: Behind These Hazel Eyes | artist: Kelly Clarkson | time: 3:17 | link: www.youtube.com/watch?v=yipoOY56MbM
title: 1, 2 Step | artist: Ciara | time: 3:25 | link: www.youtube.com/watch?v=iBHNgV6_znU
title: You'll Think Of Me | artist: Keith Urban | time: 4:48 | link: www.youtube.com/watch?v=2en4ofkt1eo
title: I Hope You Dance | artist: Lee Ann Womack | time: 5:03 | link: www.youtube.com/watch?v=RV-Z1YwaOiw
title: Just Lose It | artist: Eminem | time: 4:06 | link: www.youtube.com/watch?v=9dcVOmEQzKA
title: A Moment Like This | artist: Kelly Clarkson | time: 3:46 | link: www.youtube.com/watch?v=S7b8ADhadJU
title: Ain't It Funny | artist: Jennifer Lopez | time: 4:18 | link: www.youtube.com/watch?v=GSLSwwkLRW0
title: Let Me Hold You | artist: Bow Wow | time: 4:48 | link: www.youtube.com/watch?v=CX2Acz35XWY
title: U Remind Me | artist: Usher | time: 4:34 | link: www.youtube.com/watch?v=Bxau9B3jOHM
title: Wonderful | artist: Ja Rule | time: 4:33 | link: www.youtube.com/watch?v=QVXE1EzMrfw
title: Bohemia After Dark | artist: R. Kelly & Jay Z Fiesta  ‌‌ | time: 4:27 | link: www.youtube.com/watch?v=1AzDWw40oDs
title: Someday | artist: Nickelback | time: 3:28 | link: www.youtube.com/watch?v=-VMFdpdDYYA
title: U Got It Bad | artist: Usher | time: 4:39 | link: www.youtube.com/watch?v=o3IWTfcks4k
title: My Boo | artist: Usher, Alicia Keys | time: 4:35 | link: www.youtube.com/watch?v=fPgf2meEX1w
title: I'm Gonna Be Alright | artist: Jennifer Lopez | time: 3:09 | link: www.youtube.com/watch?v=LzX23qVqyJg
title: Don't Mess With My Man | artist: Nivea | time: 3:23 | link: www.youtube.com/watch?v=zjCBO_2csIE
title: Milkshake | artist: Kelis | time: 3:13 | link: www.youtube.com/watch?v=pGL2rytTraA
title: With You | artist: Jessica Simpson | time: 3:12 | link: www.youtube.com/watch?v=VWl7WjAtBME
title: Turn Me On | artist: Kevin Lyttle | time: 3:16 | link: www.youtube.com/watch?v=GP3Exc5tCtc
title: Crazy | artist: Gnarls Barkley | time: 3:04 | link: www.youtube.com/watch?v=bd2B6SjMh_w
title: Roses | artist: OutKast | time: 6:05 | link: www.youtube.com/watch?v=gWju37TZfo0
title: Obsesion | artist: Frankie J | time: 3:46 | link: www.youtube.com/watch?v=hY73MQOpg-0
title: Gotta Tell You | artist: Samantha Mumba | time: 3:30 | link: www.youtube.com/watch?v=Qnynn_O71f0
title: Picture | artist: Kid Rock | time: 5:02 | link: www.youtube.com/watch?v=rKFx0MMqb48
title: Why | artist: Jadakiss | time: 4:12 | link: www.youtube.com/watch?v=0-cpL--0AQA
title: Locked Up | artist: Akon | time: 4:02 | link: www.youtube.com/watch?v=14PgWitIbSk
title: Headsprung | artist: LL Cool J | time: 4:28 | link: www.youtube.com/watch?v=JQcAzie9AJ0
title: Switch | artist: Will Smith | time: 3:26 | link: www.youtube.com/watch?v=uzUozo1628U
title: Bring Em Out | artist: T.I. | time: 3:20 | link: www.youtube.com/watch?v=VuX_zwX3jPg
title: Pimpin' All Over The World | artist: Ludacris | time: 4:08 | link: www.youtube.com/watch?v=HXLCOIcb41Y
title: How We Do | artist: The Game | time: 4:24 | link: www.youtube.com/watch?v=PH34kMOjmQk
title: I'm Sprung | artist: T-Pain | time: 3:51 | link: www.youtube.com/watch?v=rxRvDpF2FDA
title: Speed Of Sound | artist: Coldplay | time: 4:30 | link: www.youtube.com/watch?v=0k_1kvDh2UA
title: You Rock My World | artist: Michael Jackson | time: 5:45 | link: www.youtube.com/watch?v=g4tpuu-Up90
title: Hella Good | artist: No Doubt | time: 4:13 | link: www.youtube.com/watch?v=QtTj4cramPM
title: Underneath Your Clothes | artist: Shakira | time: 4:02 | link: www.youtube.com/watch?v=uwBwKcQ1k84
title: Hero | artist: Enrique Iglesias | time: 4:30 | link: www.youtube.com/watch?v=koJlIGDImiU
title: Hey Mama | artist: The Black Eyed Peas | time: 3:56 | link: www.youtube.com/watch?v=rtczBseiAac
title: Take A Picture | artist: Filter | time: 4:21 | link: www.youtube.com/watch?v=h8MAHQhKe7Q
title: Goin' Crazy | artist: Natalie | time: 3:21 | link: www.youtube.com/watch?v=brvtZZj54D4
title: U Already Know | artist: 112 | time: 3:18 | link: www.youtube.com/watch?v=ynMnPGmhsG0
title: Outta Control | artist: 50 Cent | time: 4:29 | link: www.youtube.com/watch?v=Z3Oux1lN__4
title: Bump, Bump, Bump | artist: B2K, P. Diddy | time: 3:53 | link: www.youtube.com/watch?v=CgiX53hjAPc
title: Break Stuff | artist: Limp Bizkit | time: 2:50 | link: www.youtube.com/watch?v=ZpUYjpKg9KY
title: Baby, I'm Back | artist: Baby Bash | time: 3:53 | link: www.youtube.com/watch?v=mEqDKq_GkJE
title: Fallin' | artist: Alicia Keys | time: 3:28 | link: www.youtube.com/watch?v=Urdlvw0SSEc
title: Poker Face | artist: Lady Gaga | time: 3:36 | link: www.youtube.com/watch?v=bESGLojNYSo
title: Don't Tell Me | artist: Madonna | time: 4:39 | link: www.youtube.com/watch?v=FRLHro9EPD0
title: Standing Still | artist: Jewel | time: 4:28 | link: www.youtube.com/watch?v=W3WMMwlHgZI
title: White Flag | artist: Dido | time: 3:41 | link: www.youtube.com/watch?v=j-fWDrZSiZs
title: Cool | artist: Gwen Stefani | time: 4:08 | link: www.youtube.com/watch?v=TGwZ7MNtBFU
title: Just A Friend 2002 | artist: Mario | time: 3:34 | link: www.youtube.com/watch?v=q4BTLoHSGMk
title: Lonely | artist: Akon | time: 4:25 | link: www.youtube.com/watch?v=6EEW-9NDM5k
title: With You | artist: Chris Brown | time: 4:15 | link: www.youtube.com/watch?v=nmjdaBaZe8Y
title: Rock Wit U | artist: Ashanti | time: 3:43 | link: www.youtube.com/watch?v=o4_DFoOtvfA
title: Work It | artist: Missy Elliott | time: 4:26 | link: www.youtube.com/watch?v=cjIvu7e6Wq8
title: Show Me The Meaning Of Being Lonely | artist: Backstreet Boys | time: 4:21 | link: www.youtube.com/watch?v=aBt8fN7mJNg
title: Girlfight | artist: Brooke Valentine | time: 4:01 | link: www.youtube.com/watch?v=MhBM7H-ggvY
title: 1 Thing | artist: Amerie | time: 3:47 | link: www.youtube.com/watch?v=bbqVg_23otg
title: Dip It Low | artist: Christina Milian | time: 3:30 | link: www.youtube.com/watch?v=5z5Mvyp1QHw
title: You're Beautiful | artist: James Blunt | time: 3:23 | link: www.youtube.com/watch?v=oofSnsGkops
title: Stupid Girls | artist: P!nk | time: 3:32 | link: www.youtube.com/watch?v=BR4yQFZK9YM
title: Miss Murder | artist: AFI | time: 5:05 | link: www.youtube.com/watch?v=YU4hhNKsPog
title: Piece Of Me | artist: Britney Spears | time: 3:10 | link: www.youtube.com/watch?v=u4FF6MpcsRw
title: Paparazzi | artist: Lady Gaga | time: 7:11 | link: www.youtube.com/watch?v=d2smz_1L2_0
title: Beautiful Liar | artist: Beyoncé, Shakira | time: 3:28 | link: www.youtube.com/watch?v=QrOe2h9RtWI
title: You Belong With Me | artist: Taylor Swift | time: 3:49 | link: www.youtube.com/watch?v=VuNIsY6JdUw
title: We Made You | artist: Eminem | time: 4:43 | link: www.youtube.com/watch?v=RSdKmX2BH7o
title: Hate It Or Love It | artist: The Game, 50 Cent | time: 3:28 | link: www.youtube.com/watch?v=BuMBmK5uksg
title: Play | artist: David Banner | time: 3:52 | link: www.youtube.com/watch?v=qld7WvHa5kc
title: Crazy | artist: K-Ci & JoJo | time: 3:58 | link: www.youtube.com/watch?v=qi-KCd0guJI
title: Promise | artist: Jagged Edge | time: 4:13 | link: www.youtube.com/watch?v=lXd1GHJPx-A
title: So Gone | artist: Monica | time: 4:01 | link: www.youtube.com/watch?v=UE6zfOuYfVI
title: La Tortura | artist: Shakira | time: 3:45 | link: www.youtube.com/watch?v=Dsp_8Lm1eSk
title: Over And Over | artist: Nelly | time: 3:57 | link: www.youtube.com/watch?v=n3htOCjafTc
title: Burn | artist: Usher | time: 4:28 | link: www.youtube.com/watch?v=t5XNWFw5HVw
title: I Want You | artist: Thalia | time: 3:53 | link: www.youtube.com/watch?v=ORBAAryKfAI
title: All I Have | artist: Jennifer Lopez featuring LL Cool J | time: 4:18 | link: www.youtube.com/watch?v=yeSJ2YdhG5k
title: We Be Burnin' | artist: Sean Paul | time: 3:22 | link: www.youtube.com/watch?v=uUGFhVWPOFs
title: Lonely No More | artist: Rob Thomas | time: 3:46 | link: www.youtube.com/watch?v=7spBU4Yv8fE
title: Mirror, Mirror | artist: M2M | time: 3:16 | link: www.youtube.com/watch?v=P2vpB3yQuqg
title: Rain On Me | artist: Ashanti | time: 5:57 | link: www.youtube.com/watch?v=Mz1EI893dFM
title: Confessions, Pt. II | artist: Usher | time: 4:51 | link: www.youtube.com/watch?v=5Sy19X0xxrM
title: Oops | artist: Tweet feat. Missy Elliott | time: 4:10 | link: www.youtube.com/watch?v=Hb37Nh_Sg4g
title: I Like That | artist: Houston Featuring Chingy, Nate Dogg & I-20 | time: 4:13 | link: www.youtube.com/watch?v=IdclkOJqaRw
title: Just A Lil Bit | artist: 50 Cent | time: 4:20 | link: www.youtube.com/watch?v=GllEDACUbNo
title: It's Over Now | artist: 112 | time: 4:28 | link: www.youtube.com/watch?v=IihCzGUEPbs
title: Escape | artist: Enrique Iglesias | time: 3:32 | link: www.youtube.com/watch?v=9mQJaXwGPlg
title: True | artist: Ryan Cabrera | time: 3:24 | link: www.youtube.com/watch?v=ujWfA2gDvSI
title: When It's Over | artist: Sugar Ray | time: 4:15 | link: www.youtube.com/watch?v=xmLv8rfunPo
title: I Look to You | artist: Whitney Houston | time: 4:26 | link: www.youtube.com/watch?v=5Pze_mdbOK8
title: The Reincarnation Of Benjamin Breeg | artist: Iron Maiden | time: 7:30 | link: www.youtube.com/watch?v=fmx1usEg--k
title: Cleanin' Out My Closet | artist: Eminem | time: 5:12 | link: www.youtube.com/watch?v=RQ9_TKayu9s
title: Your Body | artist: Pretty Ricky | time: 3:53 | link: www.youtube.com/watch?v=-6CdIQER73c
title: Womanizer | artist: Britney Spears | time: 3:46 | link: www.youtube.com/watch?v=rMqayQ-U74s
title: Intuition | artist: Jewel | time: 3:57 | link: www.youtube.com/watch?v=8Ilh1ewceco
title: Oh Boy | artist: Cam'Ron | time: 4:05 | link: www.youtube.com/watch?v=9GvB9ySUJ3A
title: Come On Over | artist: Christina Aguilera | time: 3:51 | link: www.youtube.com/watch?v=0RQDIJ2CvbA
title: Hey Ma | artist: Cam'Ron | time: 4:00 | link: www.youtube.com/watch?v=m60XKqEEnfg
title: Caught Up | artist: Usher | time: 3:49 | link: www.youtube.com/watch?v=cFkZDhwqoHg
title: Sorry 2004 | artist: Ruben Studdard | time: 4:18 | link: www.youtube.com/watch?v=fRuzeZKYN-I
title: Don't Think I'm Not | artist: Kandi | time: 3:21 | link: www.youtube.com/watch?v=sYRiwOKJvtg
title: My Place | artist: Nelly | time: 4:54 | link: www.youtube.com/watch?v=Vh2I2HabjEM
